091001  10  32  13   4   9  33  37
091002  28  31  16  35   6  30   2
091003   7   9  29  34  39  36  16
091004  13  39  28  30  25  29  21
091005  17  39   3  15  11   1  34
----------------------------------
091006  16   2  15  29   4  33  39
091007  25  39  20  38  29  37  28
091008   1   6   7  12  42  20  35
091009  24  20  36  19   7  12  26
091010  32  10  15   2  30  23  36
----------------------------------
091010  40   6  20  29  38  35  41
091011  30  12  40  32  35  20  34
